path,sign,total_frame
data/joy/raw_landmarks/Minum Obat Demam_1.parquet,obat,43
data/joy/raw_landmarks/Minum Obat Demam_2.parquet,demam,46
data/joy/raw_landmarks/Minum Obat Demam_3.parquet,minum,48
data/joy/raw_landmarks/Minum Obat Demam_4.parquet,obat,48
data/joy/raw_landmarks/Minum Obat Demam_5.parquet,demam,44
data/joy/raw_landmarks/Minum Obat Demam_6.parquet,minum,49
data/joy/raw_landmarks/Minum Obat Demam_7.parquet,obat,50
data/joy/raw_landmarks/Minum Obat Demam_8.parquet,demam,45
data/joy/raw_landmarks/Minum Obat Demam_9.parquet,minum,50
data/joy/raw_landmarks/Minum Obat Demam_10.parquet,obat,42
data/joy/raw_landmarks/Minum Obat Demam_11.parquet,demam,55
data/joy/raw_landmarks/Minum Obat Demam_12.parquet,minum,52
data/joy/raw_landmarks/Minum Obat Demam_13.parquet,obat,45
data/joy/raw_landmarks/Minum Obat Demam_14.parquet,demam,43
data/joy/raw_landmarks/Minum Obat Sakit Kepala_0.parquet,minum,51
data/joy/raw_landmarks/Minum Obat Sakit Kepala_1.parquet,obat,41
data/joy/raw_landmarks/Minum Obat Sakit Kepala_2.parquet,sakit,50
data/joy/raw_landmarks/Minum Obat Sakit Kepala_3.parquet,kepala,61
data/joy/raw_landmarks/Minum Obat Sakit Kepala_4.parquet,minum,50
data/joy/raw_landmarks/Minum Obat Sakit Kepala_5.parquet,obat,48
data/joy/raw_landmarks/Minum Obat Sakit Kepala_6.parquet,sakit,56
data/joy/raw_landmarks/Minum Obat Sakit Kepala_7.parquet,kepala,71
data/joy/raw_landmarks/Minum Obat Sakit Kepala_8.parquet,minum,52
data/joy/raw_landmarks/Minum Obat Sakit Kepala_9.parquet,obat,46
data/joy/raw_landmarks/Minum Obat Sakit Kepala_10.parquet,sakit,63
data/joy/raw_landmarks/Minum Obat Sakit Kepala_11.parquet,kepala,61
data/joy/raw_landmarks/Minum Obat Sakit Kepala_12.parquet,minum,57
data/joy/raw_landmarks/Minum Obat Sakit Kepala_13.parquet,obat,48
data/joy/raw_landmarks/Minum Obat Sakit Kepala_14.parquet,sakit,57
data/joy/raw_landmarks/Minum Obat Sakit Kepala_15.parquet,kepala,57
data/joy/raw_landmarks/Minum Obat Sakit Kepala_16.parquet,minum,59
data/joy/raw_landmarks/Minum Obat Sakit Kepala_17.parquet,obat,51
data/joy/raw_landmarks/Minum Obat Sakit Kepala_18.parquet,sakit,57
data/joy/raw_landmarks/Minum Obat Sakit Kepala_19.parquet,kepala,53
data/joy/raw_landmarks/Resep Obat Sakit Gigi_0.parquet,resep,40
data/joy/raw_landmarks/Resep Obat Sakit Gigi_1.parquet,obat,35
data/joy/raw_landmarks/Resep Obat Sakit Gigi_2.parquet,sakit,43
data/joy/raw_landmarks/Resep Obat Sakit Gigi_3.parquet,gigi,37
data/joy/raw_landmarks/Resep Obat Sakit Gigi_4.parquet,resep,43
data/joy/raw_landmarks/Resep Obat Sakit Gigi_5.parquet,obat,32
data/joy/raw_landmarks/Resep Obat Sakit Gigi_6.parquet,sakit,48
data/joy/raw_landmarks/Resep Obat Sakit Gigi_7.parquet,resep,38
data/joy/raw_landmarks/Resep Obat Sakit Gigi_8.parquet,obat,32
data/joy/raw_landmarks/Resep Obat Sakit Gigi_9.parquet,sakit,49
data/joy/raw_landmarks/Resep Obat Sakit Gigi_10.parquet,gigi,37
data/joy/raw_landmarks/Resep Obat Sakit Gigi_11.parquet,resep,38
data/joy/raw_landmarks/Resep Obat Sakit Gigi_12.parquet,obat,37
data/joy/raw_landmarks/Resep Obat Sakit Gigi_13.parquet,sakit,49
data/joy/raw_landmarks/Resep Obat Sakit Gigi_14.parquet,gigi,35
data/joy/raw_landmarks/Resep Obat Sakit Gigi_15.parquet,resep,41
data/joy/raw_landmarks/Resep Obat Sakit Gigi_16.parquet,obat,34
data/joy/raw_landmarks/Resep Obat Sakit Gigi_17.parquet,sakit,46
data/joy/raw_landmarks/Resep Obat Sakit Gigi_18.parquet,gigi,40
data/joy/raw_landmarks/Resep Obat Sakit Gigi_19.parquet,resep,40
data/joy/raw_landmarks/Resep Obat Sakit Gigi_20.parquet,obat,29
data/joy/raw_landmarks/Resep Obat Sakit Gigi_21.parquet,sakit,44
data/joy/raw_landmarks/Resep Obat Sakit Gigi_22.parquet,gigi,38
data/joy/raw_landmarks/Resep Obat Sakit Kepala_0.parquet,resep,38
data/joy/raw_landmarks/Resep Obat Sakit Kepala_1.parquet,obat,35
data/joy/raw_landmarks/Resep Obat Sakit Kepala_2.parquet,sakit,50
data/joy/raw_landmarks/Resep Obat Sakit Kepala_3.parquet,kepala,47
data/joy/raw_landmarks/Resep Obat Sakit Kepala_4.parquet,resep,37
data/joy/raw_landmarks/Resep Obat Sakit Kepala_5.parquet,obat,31
data/joy/raw_landmarks/Resep Obat Sakit Kepala_6.parquet,sakit,46
data/joy/raw_landmarks/Resep Obat Sakit Kepala_7.parquet,kepala,44
data/joy/raw_landmarks/Resep Obat Sakit Kepala_8.parquet,resep,47
data/joy/raw_landmarks/Resep Obat Sakit Kepala_9.parquet,obat,45
data/joy/raw_landmarks/Resep Obat Sakit Kepala_10.parquet,sakit,49
data/joy/raw_landmarks/Resep Obat Sakit Kepala_11.parquet,kepala,50
data/joy/raw_landmarks/Resep Obat Sakit Kepala_12.parquet,resep,39
data/joy/raw_landmarks/Resep Obat Sakit Kepala_13.parquet,obat,39
data/joy/raw_landmarks/Resep Obat Sakit Kepala_14.parquet,sakit,57
data/joy/raw_landmarks/Resep Obat Sakit Kepala_15.parquet,kepala,46
data/joy/raw_landmarks/Resep Obat Sakit Kepala_16.parquet,resep,48
data/joy/raw_landmarks/Resep Obat Sakit Kepala_17.parquet,obat,40
data/joy/raw_landmarks/Resep Obat Sakit Kepala_18.parquet,sakit,58
data/joy/raw_landmarks/Resep Obat Sakit Kepala_19.parquet,kepala,47
data/joy/raw_landmarks/Resep Obat Sakit Kepala_20.parquet,resep,47
data/joy/raw_landmarks/Resep Obat Sakit Kepala_21.parquet,obat,36
data/joy/raw_landmarks/Resep Obat Sakit Kepala_22.parquet,sakit,50
data/joy/raw_landmarks/Resep Obat Sakit Perut_0.parquet,resep,49
data/joy/raw_landmarks/Resep Obat Sakit Perut_1.parquet,obat,31
data/joy/raw_landmarks/Resep Obat Sakit Perut_2.parquet,sakit,43
data/joy/raw_landmarks/Resep Obat Sakit Perut_3.parquet,perut,36
data/joy/raw_landmarks/Resep Obat Sakit Perut_4.parquet,resep,48
data/joy/raw_landmarks/Resep Obat Sakit Perut_5.parquet,obat,40
data/joy/raw_landmarks/Resep Obat Sakit Perut_6.parquet,sakit,53
data/joy/raw_landmarks/Resep Obat Sakit Perut_7.parquet,perut,43
data/joy/raw_landmarks/Resep Obat Sakit Perut_8.parquet,resep,54
data/joy/raw_landmarks/Resep Obat Sakit Perut_9.parquet,obat,31
data/joy/raw_landmarks/Resep Obat Sakit Perut_10.parquet,sakit,54
data/joy/raw_landmarks/Resep Obat Sakit Perut_11.parquet,perut,34
data/joy/raw_landmarks/Resep Obat Sakit Perut_12.parquet,resep,51
data/joy/raw_landmarks/Resep Obat Sakit Perut_13.parquet,obat,36
data/joy/raw_landmarks/Resep Obat Sakit Perut_14.parquet,sakit,34
data/joy/raw_landmarks/Resep Obat Sakit Perut_15.parquet,perut,41
data/joy/raw_landmarks/Resep Obat Sakit Perut_16.parquet,resep,56
data/joy/raw_landmarks/Resep Obat Sakit Perut_17.parquet,obat,48
data/joy/raw_landmarks/Resep Obat Sakit Perut_18.parquet,sakit,57
data/joy/raw_landmarks/Resep Obat Sakit Perut_19.parquet,perut,39
data/joy/raw_landmarks/Resep Obat Demam_0.parquet,resep,41
data/joy/raw_landmarks/Resep Obat Demam_1.parquet,obat,20
data/joy/raw_landmarks/Resep Obat Demam_2.parquet,demam,37
data/joy/raw_landmarks/Resep Obat Demam_3.parquet,resep,33
data/joy/raw_landmarks/Resep Obat Demam_4.parquet,obat,36
data/joy/raw_landmarks/Resep Obat Demam_5.parquet,demam,35
data/joy/raw_landmarks/Resep Obat Demam_6.parquet,resep,42
data/joy/raw_landmarks/Resep Obat Demam_7.parquet,obat,26
data/joy/raw_landmarks/Resep Obat Demam_8.parquet,demam,44
data/joy/raw_landmarks/Resep Obat Demam_9.parquet,resep,39
data/joy/raw_landmarks/Resep Obat Demam_10.parquet,obat,37
data/joy/raw_landmarks/Resep Obat Demam_11.parquet,demam,34
data/joy/raw_landmarks/Resep Obat Demam_12.parquet,resep,38
data/joy/raw_landmarks/Resep Obat Demam_13.parquet,obat,29
data/joy/raw_landmarks/Resep Obat Demam_14.parquet,demam,40
data/joy/raw_landmarks/Resep Obat Demam_15.parquet,resep,41
data/joy/raw_landmarks/Resep Obat Demam_16.parquet,obat,34
data/joy/raw_landmarks/Resep Obat Demam_17.parquet,demam,45
data/joy/raw_landmarks/Resep Obat Demam_18.parquet,resep,34
data/joy/raw_landmarks/Resep Obat Demam_19.parquet,obat,26
data/labob/raw_landmarks/Minum Obat Sakit Perut_0.parquet,minum,55
data/labob/raw_landmarks/Minum Obat Sakit Perut_1.parquet,obat,32
data/labob/raw_landmarks/Minum Obat Sakit Perut_2.parquet,sakit,26
data/labob/raw_landmarks/Minum Obat Sakit Perut_3.parquet,perut,30
data/labob/raw_landmarks/Minum Obat Sakit Perut_4.parquet,minum,53
data/labob/raw_landmarks/Minum Obat Sakit Perut_5.parquet,obat,36
data/labob/raw_landmarks/Minum Obat Sakit Perut_6.parquet,sakit,25
data/labob/raw_landmarks/Minum Obat Sakit Perut_7.parquet,perut,46
data/labob/raw_landmarks/Minum Obat Sakit Perut_8.parquet,minum,47
data/labob/raw_landmarks/Minum Obat Sakit Perut_9.parquet,obat,39
data/labob/raw_landmarks/Minum Obat Sakit Perut_10.parquet,sakit,28
data/labob/raw_landmarks/Minum Obat Sakit Perut_11.parquet,perut,52
data/labob/raw_landmarks/Minum Obat Sakit Perut_12.parquet,minum,47
data/labob/raw_landmarks/Minum Obat Sakit Perut_13.parquet,obat,36
data/labob/raw_landmarks/Minum Obat Sakit Perut_14.parquet,sakit,27
data/labob/raw_landmarks/Minum Obat Sakit Perut_15.parquet,perut,49
data/labob/raw_landmarks/Minum Obat Sakit Perut_16.parquet,minum,43
data/labob/raw_landmarks/Minum Obat Sakit Perut_17.parquet,obat,40
data/labob/raw_landmarks/Minum Obat Sakit Perut_18.parquet,sakit,29
data/labob/raw_landmarks/Minum Obat Sakit Perut_19.parquet,perut,15
data/labob/raw_landmarks/Minum Obat Batuk_0.parquet,minum,47
data/labob/raw_landmarks/Minum Obat Batuk_1.parquet,obat,46
data/labob/raw_landmarks/Minum Obat Batuk_2.parquet,batuk,57
data/labob/raw_landmarks/Minum Obat Batuk_3.parquet,minum,55
data/labob/raw_landmarks/Minum Obat Batuk_4.parquet,obat,71
data/labob/raw_landmarks/Minum Obat Batuk_5.parquet,batuk,49
data/labob/raw_landmarks/Minum Obat Batuk_6.parquet,minum,57
data/labob/raw_landmarks/Minum Obat Batuk_7.parquet,obat,62
data/labob/raw_landmarks/Minum Obat Batuk_8.parquet,batuk,43
data/labob/raw_landmarks/Minum Obat Batuk_9.parquet,minum,52
data/labob/raw_landmarks/Minum Obat Batuk_10.parquet,obat,52
data/labob/raw_landmarks/Minum Obat Batuk_11.parquet,batuk,40
data/labob/raw_landmarks/Minum Obat Batuk_12.parquet,minum,59
data/labob/raw_landmarks/Minum Obat Batuk_13.parquet,obat,45
data/labob/raw_landmarks/Minum Obat Batuk_14.parquet,batuk,43
data/labob/raw_landmarks/Minum Obat Demam_0.parquet,minum,56
data/labob/raw_landmarks/Minum Obat Demam_1.parquet,obat,35
data/labob/raw_landmarks/Minum Obat Demam_2.parquet,demam,41
data/labob/raw_landmarks/Minum Obat Demam_3.parquet,minum,57
data/labob/raw_landmarks/Minum Obat Demam_4.parquet,obat,41
data/labob/raw_landmarks/Minum Obat Demam_5.parquet,demam,44
data/labob/raw_landmarks/Minum Obat Demam_6.parquet,minum,56
data/labob/raw_landmarks/Minum Obat Demam_7.parquet,obat,45
data/labob/raw_landmarks/Minum Obat Demam_8.parquet,demam,49
data/labob/raw_landmarks/Minum Obat Demam_9.parquet,minum,58
data/labob/raw_landmarks/Minum Obat Demam_10.parquet,obat,40
data/labob/raw_landmarks/Minum Obat Demam_11.parquet,demam,32
data/labob/raw_landmarks/Minum Obat Demam_12.parquet,minum,42
data/labob/raw_landmarks/Minum Obat Demam_13.parquet,obat,41
data/labob/raw_landmarks/Minum Obat Demam_14.parquet,demam,51
data/labob/raw_landmarks/Minum Obat Sakit Gigi_0.parquet,minum,77
data/labob/raw_landmarks/Minum Obat Sakit Gigi_1.parquet,obat,47
data/labob/raw_landmarks/Minum Obat Sakit Gigi_2.parquet,sakit,38
data/labob/raw_landmarks/Minum Obat Sakit Gigi_3.parquet,gigi,55
data/labob/raw_landmarks/Minum Obat Sakit Gigi_4.parquet,minum,46
data/labob/raw_landmarks/Minum Obat Sakit Gigi_5.parquet,obat,41
data/labob/raw_landmarks/Minum Obat Sakit Gigi_6.parquet,sakit,35
data/labob/raw_landmarks/Minum Obat Sakit Gigi_7.parquet,gigi,54
data/labob/raw_landmarks/Minum Obat Sakit Gigi_8.parquet,minum,53
data/labob/raw_landmarks/Minum Obat Sakit Gigi_9.parquet,obat,39
data/labob/raw_landmarks/Minum Obat Sakit Gigi_10.parquet,sakit,33
data/labob/raw_landmarks/Minum Obat Sakit Gigi_11.parquet,gigi,46
data/labob/raw_landmarks/Minum Obat Sakit Gigi_12.parquet,minum,50
data/labob/raw_landmarks/Minum Obat Sakit Gigi_13.parquet,obat,38
data/labob/raw_landmarks/Minum Obat Sakit Gigi_14.parquet,sakit,33
data/labob/raw_landmarks/Minum Obat Sakit Gigi_15.parquet,gigi,42
data/labob/raw_landmarks/Minum Obat Sakit Gigi_16.parquet,minum,47
data/labob/raw_landmarks/Minum Obat Sakit Gigi_17.parquet,obat,42
data/labob/raw_landmarks/Minum Obat Sakit Gigi_18.parquet,sakit,30
data/labob/raw_landmarks/Minum Obat Sakit Gigi_19.parquet,gigi,39
data/labob/raw_landmarks/Minum Obat Sakit Kepala_0.parquet,minum,63
data/labob/raw_landmarks/Minum Obat Sakit Kepala_1.parquet,obat,40
data/labob/raw_landmarks/Minum Obat Sakit Kepala_2.parquet,sakit,37
data/labob/raw_landmarks/Minum Obat Sakit Kepala_3.parquet,kepala,43
data/labob/raw_landmarks/Minum Obat Sakit Kepala_4.parquet,minum,52
data/labob/raw_landmarks/Minum Obat Sakit Kepala_5.parquet,obat,43
data/labob/raw_landmarks/Minum Obat Sakit Kepala_6.parquet,sakit,35
data/labob/raw_landmarks/Minum Obat Sakit Kepala_7.parquet,kepala,41
data/labob/raw_landmarks/Minum Obat Sakit Kepala_8.parquet,minum,51
data/labob/raw_landmarks/Minum Obat Sakit Kepala_9.parquet,obat,40
data/labob/raw_landmarks/Minum Obat Sakit Kepala_10.parquet,sakit,31
data/labob/raw_landmarks/Minum Obat Sakit Kepala_11.parquet,kepala,40
data/labob/raw_landmarks/Minum Obat Sakit Kepala_12.parquet,minum,54
data/labob/raw_landmarks/Minum Obat Sakit Kepala_13.parquet,obat,41
data/labob/raw_landmarks/Minum Obat Sakit Kepala_14.parquet,sakit,31
data/labob/raw_landmarks/Minum Obat Sakit Kepala_15.parquet,kepala,43
data/labob/raw_landmarks/Minum Obat Sakit Kepala_16.parquet,minum,48
data/labob/raw_landmarks/Minum Obat Sakit Kepala_17.parquet,obat,37
data/labob/raw_landmarks/Minum Obat Sakit Kepala_18.parquet,sakit,30
data/labob/raw_landmarks/Minum Obat Sakit Kepala_19.parquet,kepala,35
data/labob/raw_landmarks/Resep Obat Sakit Perut_0.parquet,resep,36
data/labob/raw_landmarks/Resep Obat Sakit Perut_1.parquet,obat,42
data/labob/raw_landmarks/Resep Obat Sakit Perut_2.parquet,sakit,37
data/labob/raw_landmarks/Resep Obat Sakit Perut_3.parquet,resep,35
data/labob/raw_landmarks/Resep Obat Sakit Perut_4.parquet,obat,52
data/labob/raw_landmarks/Resep Obat Sakit Perut_5.parquet,sakit,36
data/labob/raw_landmarks/Resep Obat Sakit Perut_6.parquet,perut,52
data/labob/raw_landmarks/Resep Obat Sakit Perut_7.parquet,resep,36
data/labob/raw_landmarks/Resep Obat Sakit Perut_8.parquet,obat,51
data/labob/raw_landmarks/Resep Obat Sakit Perut_9.parquet,sakit,33
data/labob/raw_landmarks/Resep Obat Sakit Perut_10.parquet,perut,44
data/labob/raw_landmarks/Resep Obat Sakit Perut_11.parquet,resep,37
data/labob/raw_landmarks/Resep Obat Sakit Perut_12.parquet,obat,49
data/labob/raw_landmarks/Resep Obat Sakit Perut_13.parquet,sakit,35
data/labob/raw_landmarks/Resep Obat Sakit Perut_14.parquet,perut,45
data/labob/raw_landmarks/Resep Obat Sakit Perut_15.parquet,resep,32
data/labob/raw_landmarks/Resep Obat Sakit Perut_16.parquet,obat,48
data/labob/raw_landmarks/Resep Obat Sakit Perut_17.parquet,sakit,39
data/labob/raw_landmarks/Resep Obat Sakit Perut_18.parquet,perut,49
data/labob/raw_landmarks/Resep Obat Batuk_0.parquet,resep,58
data/labob/raw_landmarks/Resep Obat Batuk_1.parquet,obat,50
data/labob/raw_landmarks/Resep Obat Batuk_2.parquet,batuk,34
data/labob/raw_landmarks/Resep Obat Batuk_3.parquet,resep,46
data/labob/raw_landmarks/Resep Obat Batuk_4.parquet,obat,37
data/labob/raw_landmarks/Resep Obat Batuk_5.parquet,batuk,28
data/labob/raw_landmarks/Resep Obat Batuk_6.parquet,resep,47
data/labob/raw_landmarks/Resep Obat Batuk_7.parquet,obat,33
data/labob/raw_landmarks/Resep Obat Batuk_8.parquet,batuk,49
data/labob/raw_landmarks/Resep Obat Batuk_9.parquet,resep,38
data/labob/raw_landmarks/Resep Obat Batuk_10.parquet,obat,37
data/labob/raw_landmarks/Resep Obat Batuk_11.parquet,batuk,50
data/labob/raw_landmarks/Resep Obat Batuk_12.parquet,resep,39
data/labob/raw_landmarks/Resep Obat Batuk_13.parquet,obat,34
data/labob/raw_landmarks/Resep Obat Batuk_14.parquet,batuk,49
data/labob/raw_landmarks/Resep Obat Batuk_15.parquet,resep,55
data/labob/raw_landmarks/Resep Obat Demam_0.parquet,resep,51
data/labob/raw_landmarks/Resep Obat Demam_1.parquet,obat,39
data/labob/raw_landmarks/Resep Obat Demam_2.parquet,demam,40
data/labob/raw_landmarks/Resep Obat Demam_3.parquet,resep,37
data/labob/raw_landmarks/Resep Obat Demam_4.parquet,obat,46
data/labob/raw_landmarks/Resep Obat Demam_5.parquet,demam,35
data/labob/raw_landmarks/Resep Obat Demam_6.parquet,resep,41
data/labob/raw_landmarks/Resep Obat Demam_7.parquet,demam,35
data/labob/raw_landmarks/Resep Obat Demam_8.parquet,resep,41
data/labob/raw_landmarks/Resep Obat Demam_9.parquet,obat,43
data/labob/raw_landmarks/Resep Obat Demam_10.parquet,demam,42
data/labob/raw_landmarks/Resep Obat Demam_11.parquet,resep,48
data/labob/raw_landmarks/Resep Obat Demam_12.parquet,obat,47
data/labob/raw_landmarks/Resep Obat Demam_13.parquet,demam,60
data/labob/raw_landmarks/Resep Obat Demam_14.parquet,resep,45
data/labob/raw_landmarks/Resep Obat Demam_15.parquet,obat,64
data/labob/raw_landmarks/Resep Obat Demam_16.parquet,demam,46
data/labob/raw_landmarks/Resep Obat Sakit Gigi_0.parquet,resep,39
data/labob/raw_landmarks/Resep Obat Sakit Gigi_1.parquet,obat,28
data/labob/raw_landmarks/Resep Obat Sakit Gigi_2.parquet,sakit,33
data/labob/raw_landmarks/Resep Obat Sakit Gigi_3.parquet,gigi,40
data/labob/raw_landmarks/Resep Obat Sakit Gigi_4.parquet,resep,42
data/labob/raw_landmarks/Resep Obat Sakit Gigi_5.parquet,obat,46
data/labob/raw_landmarks/Resep Obat Sakit Gigi_6.parquet,sakit,43
data/labob/raw_landmarks/Resep Obat Sakit Gigi_7.parquet,gigi,44
data/labob/raw_landmarks/Resep Obat Sakit Gigi_8.parquet,resep,39
data/labob/raw_landmarks/Resep Obat Sakit Gigi_9.parquet,obat,47
data/labob/raw_landmarks/Resep Obat Sakit Gigi_10.parquet,sakit,41
data/labob/raw_landmarks/Resep Obat Sakit Gigi_11.parquet,gigi,50
data/labob/raw_landmarks/Resep Obat Sakit Gigi_12.parquet,resep,36
data/labob/raw_landmarks/Resep Obat Sakit Gigi_13.parquet,obat,43
data/labob/raw_landmarks/Resep Obat Sakit Gigi_14.parquet,sakit,37
data/labob/raw_landmarks/Resep Obat Sakit Gigi_15.parquet,gigi,52
data/labob/raw_landmarks/Resep Obat Sakit Gigi_16.parquet,resep,44
data/labob/raw_landmarks/Resep Obat Sakit Gigi_17.parquet,obat,46
data/labob/raw_landmarks/Resep Obat Sakit Gigi_18.parquet,sakit,58
data/labob/raw_landmarks/Resep Obat Sakit Gigi_19.parquet,gigi,56
data/labob/raw_landmarks/Resep Obat Sakit Kepala_0.parquet,resep,55
data/labob/raw_landmarks/Resep Obat Sakit Kepala_1.parquet,obat,48
data/labob/raw_landmarks/Resep Obat Sakit Kepala_2.parquet,sakit,35
data/labob/raw_landmarks/Resep Obat Sakit Kepala_3.parquet,kepala,46
data/labob/raw_landmarks/Resep Obat Sakit Kepala_4.parquet,resep,43
data/labob/raw_landmarks/Resep Obat Sakit Kepala_5.parquet,obat,51
data/labob/raw_landmarks/Resep Obat Sakit Kepala_6.parquet,sakit,38
data/labob/raw_landmarks/Resep Obat Sakit Kepala_7.parquet,kepala,50
data/labob/raw_landmarks/Resep Obat Sakit Kepala_8.parquet,resep,42
data/labob/raw_landmarks/Resep Obat Sakit Kepala_9.parquet,obat,49
data/labob/raw_landmarks/Resep Obat Sakit Kepala_10.parquet,sakit,37
data/labob/raw_landmarks/Resep Obat Sakit Kepala_11.parquet,kepala,43
data/labob/raw_landmarks/Resep Obat Sakit Kepala_12.parquet,resep,43
data/labob/raw_landmarks/Resep Obat Sakit Kepala_13.parquet,obat,50
data/labob/raw_landmarks/Resep Obat Sakit Kepala_14.parquet,sakit,40
data/labob/raw_landmarks/Resep Obat Sakit Kepala_15.parquet,kepala,36
data/labob/raw_landmarks/Resep Obat Sakit Kepala_16.parquet,resep,37
data/labob/raw_landmarks/Resep Obat Sakit Kepala_17.parquet,obat,48
data/labob/raw_landmarks/Resep Obat Sakit Kepala_18.parquet,sakit,35
data/labob/raw_landmarks/Resep Obat Sakit Kepala_19.parquet,kepala,55
data/labob/raw_landmarks/Resep Obat Sakit Kepala_20.parquet,resep,40
data/labob/raw_landmarks/Resep Obat Sakit Kepala_21.parquet,obat,51
data/labob/raw_landmarks/Resep Obat Sakit Kepala_22.parquet,sakit,38
data/labob/raw_landmarks/Resep Obat Sakit Kepala_23.parquet,kepala,52
data/rifky/raw_landmarks/Minum Obat Saki Gigi_0.parquet,minum,30
data/rifky/raw_landmarks/Minum Obat Saki Gigi_1.parquet,obat,26
data/rifky/raw_landmarks/Minum Obat Saki Gigi_2.parquet,sakit,26
data/rifky/raw_landmarks/Minum Obat Saki Gigi_3.parquet,gigi,21
data/rifky/raw_landmarks/Minum Obat Saki Gigi_4.parquet,minum,29
data/rifky/raw_landmarks/Minum Obat Saki Gigi_5.parquet,obat,25
data/rifky/raw_landmarks/Minum Obat Saki Gigi_6.parquet,sakit,24
data/rifky/raw_landmarks/Minum Obat Saki Gigi_7.parquet,gigi,25
data/rifky/raw_landmarks/Minum Obat Saki Gigi_8.parquet,minum,34
data/rifky/raw_landmarks/Minum Obat Saki Gigi_9.parquet,obat,21
data/rifky/raw_landmarks/Minum Obat Saki Gigi_10.parquet,sakit,26
data/rifky/raw_landmarks/Minum Obat Saki Gigi_11.parquet,gigi,24
data/rifky/raw_landmarks/Minum Obat Saki Gigi_12.parquet,minum,34
data/rifky/raw_landmarks/Minum Obat Saki Gigi_13.parquet,obat,22
data/rifky/raw_landmarks/Minum Obat Saki Gigi_14.parquet,sakit,30
data/rifky/raw_landmarks/Minum Obat Saki Gigi_15.parquet,gigi,28
data/rifky/raw_landmarks/Minum Obat Saki Gigi_16.parquet,minum,32
data/rifky/raw_landmarks/Minum Obat Saki Gigi_17.parquet,obat,30
data/rifky/raw_landmarks/Minum Obat Saki Gigi_18.parquet,sakit,29
data/rifky/raw_landmarks/Minum Obat Saki Gigi_19.parquet,gigi,24
data/rifky/raw_landmarks/Minum Obat Saki Gigi_20.parquet,minum,34
data/rifky/raw_landmarks/Minum Obat Saki Gigi_21.parquet,obat,22
data/rifky/raw_landmarks/Minum Obat Saki Gigi_22.parquet,sakit,26
data/rifky/raw_landmarks/Minum Obat Saki Gigi_23.parquet,gigi,31
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_0.parquet,minum,40
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_1.parquet,obat,22
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_2.parquet,sakit,36
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_3.parquet,kepala,28
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_4.parquet,minum,36
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_5.parquet,obat,30
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_6.parquet,sakit,29
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_7.parquet,kepala,30
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_8.parquet,minum,41
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_9.parquet,obat,22
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_10.parquet,sakit,30
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_11.parquet,kepala,35
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_12.parquet,minum,34
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_13.parquet,obat,22
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_14.parquet,sakit,32
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_15.parquet,kepala,29
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_16.parquet,minum,33
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_17.parquet,obat,24
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_18.parquet,sakit,27
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_19.parquet,kepala,31
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_20.parquet,minum,32
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_21.parquet,obat,25
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_22.parquet,sakit,36
data/rifky/raw_landmarks/Minum Obat Sakit Kepala_23.parquet,kepala,31
data/rifky/raw_landmarks/Minum Obat Sakit Perut_0.parquet,minum,37
data/rifky/raw_landmarks/Minum Obat Sakit Perut_1.parquet,obat,24
data/rifky/raw_landmarks/Minum Obat Sakit Perut_2.parquet,sakit,31
data/rifky/raw_landmarks/Minum Obat Sakit Perut_3.parquet,perut,21
data/rifky/raw_landmarks/Minum Obat Sakit Perut_4.parquet,minum,39
data/rifky/raw_landmarks/Minum Obat Sakit Perut_5.parquet,obat,23
data/rifky/raw_landmarks/Minum Obat Sakit Perut_6.parquet,sakit,30
data/rifky/raw_landmarks/Minum Obat Sakit Perut_7.parquet,perut,25
data/rifky/raw_landmarks/Minum Obat Sakit Perut_8.parquet,minum,39
data/rifky/raw_landmarks/Minum Obat Sakit Perut_9.parquet,obat,26
data/rifky/raw_landmarks/Minum Obat Sakit Perut_10.parquet,sakit,28
data/rifky/raw_landmarks/Minum Obat Sakit Perut_11.parquet,perut,30
data/rifky/raw_landmarks/Minum Obat Sakit Perut_12.parquet,minum,36
data/rifky/raw_landmarks/Minum Obat Sakit Perut_13.parquet,obat,18
